#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(1.1113885, 18.1192136, -6.6233588, 0.3541694, 0.4429755, -0.1346557, -0.8125297)    0    0   -206.73933018  1 2.200 -186.13668567
(-1.5312070, 20.6459048, -2.7328115, 0.4612233, -0.5793374, -0.2851514, -0.6085474)    0    0   16.43263190  1 0.640 32.03817063
(-1.3543612, 21.1048182, -2.5318434, 0.4612126, -0.5793475, -0.2851434, -0.6085496)    0    0   18.04896716  0 0.520 29.90337924
(4.8734351, 16.2796240, -2.2510217, -0.8839825, -0.3571407, 0.1609875, -0.2551637)    0    0   -456.38392778  1 2.840 -558.16329897
(1.8245310, 17.6657283, -5.2330697, 0.3541879, 0.4429319, -0.1346693, -0.8125432)    0    0   -326.74180754  6 0.600 -329.69161002
(-1.5198710, 20.6628956, -2.1658436, 0.4637071, -0.5759785, -0.2886161, -0.6082148)    0    0   -6.33722913  1 0.880 2.23785290
(-1.8387439, 20.4229698, -2.6070398, 0.4616643, -0.5787169, -0.2858124, -0.6084932)    0    0   20.58866801  4 2.360 30.01654935
(2.4158138, 15.1139271, -6.1131992, 0.3295941, 0.3276549, -0.4553061, -0.7594118)    0    0   -468.07995662  17 3.000 -624.12354857
(4.7197876, 16.2584004, -2.1042342, -0.8854239, -0.3625273, 0.1623214, -0.2413510)    0    0   -564.86544962  10 0.680 -584.57937719
(-0.6826924, 18.5916896, 4.0278614, -0.4918764, 0.2644274, -0.7085447, -0.4313934)    0    0   -358.93017651  11 0.080 -414.80407317
(2.7916605, 14.4745008, -7.1681604, -0.0543063, 0.1763535, 0.9736478, 0.1340161)    0    0   -428.28328506  1 2.920 -499.86485114
(1.1438352, 17.8799890, -6.6802407, 0.3541690, 0.4429764, -0.1346554, -0.8125295)    0    0   -226.28438582  5 0.360 -207.96651777
(4.8251980, 15.8571888, -1.6020964, -0.8839825, -0.3571407, 0.1609875, -0.2551637)    0    0   -475.58596528  3 2.760 -552.92331256
(-0.4637683, 18.7419805, 4.4545283, -0.4918650, 0.2644387, -0.7085481, -0.4313938)    0    0   -281.27284473  0 2.960 -302.33913669
(-1.7239807, 20.2128419, -2.6673226, 0.4618885, -0.5784147, -0.2861237, -0.6084642)    0    0   5.26074374  3 0.560 12.22167459
(-1.4078969, 20.9372204, -2.3254383, 0.4627571, -0.5772578, -0.2873067, -0.6083455)    0    0   7.27110588  11 0.240 24.90962426
(-1.6480923, 20.7507323, -2.4683454, 0.4613865, -0.5791056, -0.2853999, -0.6085278)    0    0   17.88654431  14 2.560 23.18736927
(5.1369313, 16.2780916, -2.4445473, -0.8839643, -0.3571700, 0.1609746, -0.2551939)    0    0   -457.30382630  2 0.840 -508.72068954
(-2.2279754, 21.0226450, -2.9057109, 0.4612393, -0.5793165, -0.2851721, -0.6085454)    0    0   12.36225502  4 0.400 25.53649378
(-1.1278346, 21.0876528, -2.3358443, 0.4624124, -0.5777094, -0.2868487, -0.6083949)    0    0   14.71701533  18 0.320 17.63523955
(-0.3159947, 17.7804954, 3.8421112, -0.4919551, 0.2643583, -0.7085182, -0.4313894)    0    0   -417.34195638  1 1.000 -531.50940941
(1.5824060, 18.2283776, -5.3812960, 0.3541682, 0.4429762, -0.1346553, -0.8125300)    0    0   -294.41244611  0 0.760 -333.28928869
(-1.6551140, 20.8121960, -3.0033518, 0.4626060, -0.5774505, -0.2871152, -0.6083679)    0    0   3.52005934  0 0.400 21.99168904
(-1.3801117, 21.0201740, -2.4685278, 0.4622820, -0.5779051, -0.2866356, -0.6084086)    0    0   12.07326120  18 0.000 22.34892091
(-0.5946167, 18.5152798, 4.3691408, -0.4918712, 0.2644322, -0.7085464, -0.4313935)    0    0   -379.65637395  17 0.000 -471.92693506
(1.3056931, 17.7783801, -6.4726815, 0.3541688, 0.4429764, -0.1346554, -0.8125296)    0    0   -201.03624427  0 2.440 -179.40049413
(4.8744017, 16.2814141, -2.2547650, -0.8839849, -0.3571368, 0.1609892, -0.2551596)    0    0   -481.13440896  5 1.080 -562.62505765
(-0.6939859, 18.7552689, 4.0956056, -0.4918724, 0.2644318, -0.7085458, -0.4313934)    0    0   -332.63988800  12 4.040 -395.29836146
(-0.3240285, 18.7164555, 4.5719771, -0.4918729, 0.2644299, -0.7085458, -0.4313938)    0    0   -319.50367072  6 0.360 -345.89861290
(-1.7462774, 20.8804095, -3.0089178, 0.4611032, -0.5795019, -0.2849786, -0.6085628)    0    0   12.52722144  0 0.400 24.34722750
(-1.7789853, 20.4925091, -2.6975245, 0.4627011, -0.5773106, -0.2872662, -0.6083570)    0    0   8.29453223  0 0.400 25.81202796
(-1.6265499, 20.9243756, -1.7789026, 0.4649200, -0.5742969, -0.2903559, -0.6080509)    0    0   2.25834937  2 0.800 7.71891578
(-1.7117288, 20.5637367, -2.6053105, 0.4616906, -0.5786801, -0.2858516, -0.6084899)    0    0   21.85176123  1 1.240 30.80141889
(4.8632257, 16.2754553, -2.2370573, -0.8839823, -0.3571410, 0.1609874, -0.2551639)    0    0   -438.56043810  0 2.280 -497.00669467
(1.1756906, 17.8715408, -6.7467852, 0.3541694, 0.4429755, -0.1346557, -0.8125298)    0    0   -209.58136206  2 2.520 -206.23830740
(2.7527137, 14.3188928, -6.9374325, -0.1145825, 0.0893572, 0.9513046, 0.2718561)    0    0   -553.20231838  6 2.760 -759.41217561
(-1.5787387, 20.6016899, -2.3978202, 0.4613991, -0.5790891, -0.2854172, -0.6085259)    0    0   18.67211557  5 0.560 28.56975665
(1.2086116, 17.9896309, -6.6010895, 0.3541671, 0.4429777, -0.1346547, -0.8125297)    0    0   -222.07593409  4 2.680 -211.09455239
(1.5444937, 17.7163316, -6.0072058, 0.3541698, 0.4429748, -0.1346562, -0.8125298)    0    0   -299.34047782  6 0.760 -351.46266407
(-1.3275233, 20.9852556, -2.4996112, 0.4610295, -0.5796044, -0.2848696, -0.6085719)    0    0   13.92800717  9 0.400 20.06589226
(3.9463194, 16.3564719, -1.6726784, -0.8843645, -0.3584891, 0.1613265, -0.2517117)    0    0   -500.73927571  2 0.600 -610.20763834
(-1.9334049, 20.2671840, -2.6058505, 0.4617214, -0.5786371, -0.2858972, -0.6084860)    0    0   21.34621212  2 3.640 28.90182555
(-1.8445250, 20.7945128, -2.0952539, 0.4633946, -0.5763671, -0.2882390, -0.6082636)    0    0   4.91203651  4 0.720 22.37208666
(-1.9011246, 20.6688675, -2.5980668, 0.4618230, -0.5785044, -0.2860301, -0.6084726)    0    0   10.51259106  1 0.600 9.75481274
(-0.7258936, 18.6185651, 3.9688111, -0.4918810, 0.2644213, -0.7085435, -0.4313938)    0    0   -298.23706816  5 3.000 -322.72616580
(-0.8062090, 18.6877202, 3.8645526, -0.4919003, 0.2644050, -0.7085377, -0.4313914)    0    0   -360.89805870  3 0.560 -428.11246507
(2.6999926, 14.2694342, -6.7319577, -0.1425837, 0.0461337, 0.9299437, 0.3357771)    0    0   -548.91068456  5 2.840 -751.95127732
(-0.4626348, 18.2785405, 4.0990292, -0.4919199, 0.2643862, -0.7085317, -0.4313903)    0    0   -351.09275691  0 0.400 -394.93851721
(-0.7816957, 18.4291081, 3.5500544, -0.4920551, 0.2642301, -0.7084880, -0.4314035)    0    0   -398.78566288  2 0.440 -459.95207182
(1.9968527, 17.6531987, -4.8123569, 0.3542104, 0.4428702, -0.1346870, -0.8125641)    0    0   -389.27893732  0 1.000 -491.41868793
(1.5525585, 17.5950656, -5.6936900, 0.3629931, 0.4202772, -0.1412594, -0.8195419)    0    0   -397.60616415  5 0.520 -399.06587033
(-1.5947751, 20.9869776, -2.2159815, 0.4623988, -0.5777288, -0.2868283, -0.6083965)    0    0   18.66533577  9 0.720 31.80235086
(4.6037355, 16.1898746, -1.9136016, -0.8839637, -0.3571710, 0.1609741, -0.2551949)    0    0   -482.78167001  7 3.240 -615.75312521
(-0.8772865, 20.8788910, -2.3935051, 0.4624264, -0.5777114, -0.2868345, -0.6083892)    0    0   10.84272924  0 0.400 20.26309936
(-0.9906762, 18.7553117, 3.9270701, -0.4919085, 0.2643982, -0.7085337, -0.4313926)    0    0   -325.66700057  3 0.400 -343.02115482
(-0.7323747, 18.8870052, 4.1156798, -0.4918655, 0.2644381, -0.7085480, -0.4313937)    0    0   -328.77308614  11 3.400 -375.56384665
(1.2723065, 17.6989113, -6.6491237, 0.3541707, 0.4429741, -0.1346563, -0.8125299)    0    0   -209.64152575  3 1.640 -230.63672148
(1.3127626, 17.9279262, -5.7185621, 0.4172185, 0.2546420, -0.1842349, -0.8527272)    0    0   -528.83924646  14 0.600 -513.62427689
