#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-1.2060878, 20.8086869, -3.7046850, -0.1462534, 0.2050045, 0.9391963, 0.2334383)    0    0   33.04533247  0 0.400 42.13056780
(-1.0689764, 20.3779456, -3.6133366, -0.1462611, 0.2049772, 0.9392047, 0.2334236)    0    0   33.04641333  5 0.400 41.91223638
(-0.5732166, 20.3506931, -3.5464867, -0.1462284, 0.2050823, 0.9391706, 0.2334890)    0    0   32.24806816  5 0.400 40.97843696
(-1.3335561, 20.5866631, -3.8540201, -0.1462598, 0.2049820, 0.9392032, 0.2334260)    0    0   32.17927387  16 0.000 39.82386118
(-1.2720950, 20.7872955, -3.8209219, -0.1462598, 0.2049824, 0.9392032, 0.2334257)    0    0   30.70659283  42 0.000 38.21153703
(-1.1425309, 20.6126744, -3.7599073, -0.1462607, 0.2049791, 0.9392042, 0.2334240)    0    0   30.92619355  17 0.000 37.81641306
(-1.1632870, 20.4955597, -3.7108826, -0.1462525, 0.2050051, 0.9391957, 0.2334406)    0    0   29.62646791  11 0.000 35.06317797
(-1.0173186, 20.4030923, -3.8843133, -0.1462433, 0.2050350, 0.9391860, 0.2334591)    0    0   33.53214230  25 0.000 42.40150999
(-0.9117453, 20.3368845, -3.4550358, -0.1462052, 0.2051662, 0.9391443, 0.2335354)    0    0   29.98317966  0 0.400 38.00173822
(-1.3872220, 20.3330728, -3.4000770, -0.1462561, 0.2049960, 0.9391991, 0.2334329)    0    0   33.13502710  17 0.000 41.75367408
(-1.3197488, 20.5140139, -3.6377791, -0.1462565, 0.2049930, 0.9391998, 0.2334324)    0    0   35.23481493  2 0.640 45.38259572
(-0.9944499, 20.1669075, -4.1038546, -0.1462584, 0.2049873, 0.9392017, 0.2334285)    0    0   33.75757841  16 0.000 41.36967913
(-1.5124140, 20.4109590, -3.6881292, -0.1462554, 0.2049971, 0.9391985, 0.2334345)    0    0   31.80106387  0 0.400 37.61931153
(-1.0632518, 20.4655057, -3.7998770, -0.1462457, 0.2050293, 0.9391881, 0.2334542)    0    0   31.74516267  41 0.000 38.53833878
(-1.3303744, 20.6096840, -3.5271825, -0.1462590, 0.2049848, 0.9392024, 0.2334274)    0    0   34.58602493  9 0.080 44.91887602
(-1.4868267, 20.3914149, -3.8489836, -0.1462503, 0.2050137, 0.9391931, 0.2334449)    0    0   32.43325588  32 0.000 41.37552755
(-1.1952072, 20.1328946, -3.6891241, -0.1462600, 0.2049810, 0.9392035, 0.2334258)    0    0   31.00716136  32 0.000 38.92953306
(-1.3265391, 20.4176695, -3.3833286, -0.1462583, 0.2049867, 0.9392017, 0.2334289)    0    0   32.61697722  0 0.400 39.89465797
(-1.2509280, 20.5257170, -3.7368943, -0.1462610, 0.2049783, 0.9392045, 0.2334236)    0    0   35.01863700  5 3.800 42.98440153
(-0.7344701, 20.5833894, -4.0533453, -0.1462567, 0.2049922, 0.9392000, 0.2334322)    0    0   32.70176482  0 0.400 40.64680377
(-1.0454796, 20.9225324, -4.0574122, -0.1462450, 0.2050302, 0.9391877, 0.2334555)    0    0   33.22077199  24 0.000 43.31522920
(-1.1762811, 20.5659199, -3.9531377, -0.1462582, 0.2049875, 0.9392015, 0.2334294)    0    0   30.88312674  33 0.000 38.35023307
(-0.7089392, 20.5238715, -2.9777497, -0.1461745, 0.2052539, 0.9391147, 0.2335967)    0    0   26.57081670  0 0.400 35.88831245
