#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-0.3158733, 15.4573409, -1.6789410, -0.1421973, 0.1930955, 0.9479598, 0.2094429, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000)    0    0   -822.39101722  11 0.280 -982.89082424
(-0.3807711, 15.4347662, -1.1434456, -0.1346717, 0.1880532, 0.9495769, 0.2116679, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000)    0    0   -834.67509255  1 0.880 -996.66445391
(-0.0761148, 15.0925297, -1.4158167, -0.1414939, 0.1930646, 0.9481233, 0.2092073, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000)    0    0   -854.08884069  1 0.400 -1006.54593358
(-0.6620692, 15.5114807, -1.7019734, -0.1437791, 0.1935884, 0.9479096, 0.2081309, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000)    0    0   -789.17814570  2 0.800 -956.01562087
(-0.1109410, 15.3057142, -0.9039013, -0.1360001, 0.1881971, 0.9466893, 0.2233053, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000)    0    0   -919.03406280  0 0.400 -1060.57959920
(-0.6901296, 15.4045724, -0.0164126, -0.1280872, 0.1702619, 0.9493173, 0.2310869, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000)    0    0   -1023.77203543  1 0.800 -1226.89316416
(-0.1429180, 15.4908464, -2.2062995, -0.1468613, 0.1944557, 0.9476819, 0.2061983, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000)    0    0   -759.38346018  8 0.600 -871.96082285
(-0.2024678, 15.4722645, -1.9967284, -0.1457651, 0.1939425, 0.9477739, 0.2070350, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000)    0    0   -705.40993536  0 4.120 -811.79063411
(-0.2984968, 15.2263045, 0.0289792, -0.1312533, 0.1591121, 0.9494794, 0.2365266, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000)    0    0   -1217.14743471  7 0.640 -1499.08158807
(0.0743744, 15.0670128, -0.6938902, -0.1408956, 0.1832405, 0.9475981, 0.2205204, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000)    0    0   -991.24655661  0 0.560 -1169.02669211
