method,pose,tx,ty,tz,exact,grid,diff,ms_base,ms_grid
sipper,16,-4.491,-8.856,11.659,-0.0,-0.0,0.0,5.6733,5.1101
sipper,17,-0.218,9.922,6.546,-0.0,-0.0,0.0,6.2432,4.3319
sipper,18,-0.955,0.542,5.352,-0.0,-0.0,0.0,4.0818,4.4881
sipper,19,-11.187,6.316,10.29,-0.0,-0.0,0.0,4.6983,4.0626
sipper,20,-0.554,1.853,7.064,-0.0,-0.0,0.0,4.2093,5.0607
sipper,21,1.369,-5.247,3.232,-0.0,-0.0,0.0,4.5223,4.0616
sipper,22,0.07,-5.888,11.303,-0.0,-0.0,0.0,3.9263,4.869
sipper,23,-8.225,5.265,-11.431,-0.0,-0.0,0.0,4.422,4.5935
sipper,24,4.404,6.321,12.233,-0.0,-0.0,0.0,5.0787,5.1906
sipper,25,2.91,-14.49,-3.315,-0.0,-0.0,0.0,4.7302,4.6406
sipper,26,9.549,-16.666,0.679,-0.0,-0.0,0.0,4.8848,4.2843
sipper,27,5.917,21.6,-2.128,-0.0,-0.0,0.0,4.304,5.4066
sipper,28,-2.328,1.908,-0.602,-0.0,-0.0,0.0,4.4391,4.1815
sipper,29,1.98,-2.287,-3.209,-0.0,-0.0,0.0,4.8926,4.9405
sipper,30,-1.564,1.008,-6.45,-0.0,-0.0,0.0,4.3218,4.2587
tobi,0,0.0,0.0,0.0,-0.0,-0.0,0.0,4.6102,4.6155
tobi,1,2.494,-2.851,-2.208,-0.0,-0.0,0.0,4.3085,5.4475
tobi,2,-18.145,-1.982,-12.084,-0.0,-0.0,0.0,4.7332,4.6117
tobi,3,4.739,-4.75,-13.317,-0.0,-0.0,0.0,4.0216,4.0394
tobi,4,-1.08,-0.59,23.956,-0.0,-0.0,0.0,4.1661,4.2502
tobi,5,4.69,1.493,4.73,-0.0,-0.0,0.0,4.0484,3.8633
tobi,6,-0.246,1.486,3.166,-0.0,-0.0,0.0,4.4692,4.358
tobi,7,3.704,-1.518,-0.543,-0.0,-0.0,0.0,3.956,4.079
tobi,8,2.228,1.098,-1.144,-0.0,-0.0,0.0,4.6595,4.8383
tobi,9,-16.055,-0.431,10.143,-0.0,-0.0,0.0,4.536,4.6838
tobi,10,-0.262,0.804,2.018,-0.0,-0.0,0.0,4.4472,4.0817
tobi,11,1.641,-3.143,-3.191,-0.0,-0.0,0.0,4.0395,5.2755
tobi,12,4.066,3.593,4.868,-0.0,-0.0,0.0,4.4235,3.9764
tobi,13,0.65,6.785,9.923,-0.0,-0.0,0.0,3.8389,4.7658
tobi,14,-3.1,3.333,9.533,-0.0,-0.0,0.0,4.4692,4.0375
tobi,15,-2.423,-5.175,0.131,-0.0,-0.0,0.0,4.082,4.7918
tobi,16,-4.491,-8.856,11.659,-0.0,-0.0,0.0,4.1962,3.9357
tobi,17,-0.218,9.922,6.546,-0.0,-0.0,0.0,4.3286,4.7504
tobi,18,-0.955,0.542,5.352,-0.0,-0.0,0.0,4.2083,3.8419
tobi,19,-11.187,6.316,10.29,-0.0,-0.0,0.0,3.8359,4.8841
tobi,20,-0.554,1.853,7.064,-0.0,-0.0,0.0,4.1483,3.8985
tobi,21,1.369,-5.247,3.232,-0.0,-0.0,0.0,3.9519,4.7882
tobi,22,0.07,-5.888,11.303,-0.0,-0.0,0.0,4.0902,3.9055
tobi,23,-8.225,5.265,-11.431,-0.0,-0.0,0.0,5.2386,5.2884
tobi,24,4.404,6.321,12.233,-0.0,-0.0,0.0,4.1795,4.8637
tobi,25,2.91,-14.49,-3.315,-0.0,-0.0,0.0,5.0801,4.388
tobi,26,9.549,-16.666,0.679,-0.0,-0.0,0.0,4.1675,5.1681
tobi,27,5.917,21.6,-2.128,-0.0,-0.0,0.0,5.1469,4.3244
tobi,28,-2.328,1.908,-0.602,-0.0,-0.0,0.0,4.6656,5.3191
tobi,29,1.98,-2.287,-3.209,-0.0,-0.0,0.0,4.2491,4.634
tobi,30,-1.564,1.008,-6.45,-0.0,-0.0,0.0,5.3062,4.9479
ddna,0,0.0,0.0,0.0,6.324043,6.324043,0.0,6.0462,6.045
ddna,1,2.494,-2.851,-2.208,5.994904,5.994904,0.0,5.7268,5.36
ddna,2,-18.145,-1.982,-12.084,5.4738,5.4738,0.0,5.2763,5.1568
ddna,3,4.739,-4.75,-13.317,5.667179,5.667179,0.0,5.2501,5.8788
ddna,4,-1.08,-0.59,23.956,6.029165,6.029165,0.0,5.2923,5.1616
ddna,5,4.69,1.493,4.73,6.005472,6.005472,0.0,5.4739,5.3105
ddna,6,-0.246,1.486,3.166,6.046573,6.046573,0.0,5.1542,4.8901
ddna,7,3.704,-1.518,-0.543,5.962938,5.962938,0.0,5.8066,4.934
ddna,8,2.228,1.098,-1.144,5.772948,5.772948,0.0,4.8985,5.4479
ddna,9,-16.055,-0.431,10.143,5.504415,5.504415,0.0,4.8734,4.4143
ddna,10,-0.262,0.804,2.018,5.266757,5.266757,0.0,5.335,5.1416
ddna,11,1.641,-3.143,-3.191,6.192883,6.192883,0.0,4.7713,6.9668
ddna,12,4.066,3.593,4.868,6.02927,6.02927,0.0,5.048,4.6717
ddna,13,0.65,6.785,9.923,5.816607,5.816607,0.0,5.052,5.4185
ddna,14,-3.1,3.333,9.533,5.088668,5.088668,0.0,5.4817,4.7945
ddna,15,-2.423,-5.175,0.131,5.819329,5.819329,0.0,5.7682,5.04
ddna,16,-4.491,-8.856,11.659,5.740815,5.740815,0.0,6.1345,7.4549
ddna,17,-0.218,9.922,6.546,5.782358,5.782358,0.0,4.9173,5.2469
ddna,18,-0.955,0.542,5.352,5.965025,5.965025,0.0,5.3035,5.0185
ddna,19,-11.187,6.316,10.29,5.605526,5.605526,0.0,5.2087,5.6122
ddna,20,-0.554,1.853,7.064,6.46575,6.46575,0.0,5.1661,5.1543
ddna,21,1.369,-5.247,3.232,4.702695,4.702695,0.0,5.5894,5.1251
ddna,22,0.07,-5.888,11.303,6.293452,6.293452,0.0,5.0602,5.8782
ddna,23,-8.225,5.265,-11.431,5.4738,5.4738,0.0,4.7191,4.6195
ddna,24,4.404,6.321,12.233,5.773387,5.773387,0.0,6.0537,5.1552
ddna,25,2.91,-14.49,-3.315,5.686785,5.686785,0.0,5.0362,5.317
ddna,26,9.549,-16.666,0.679,5.398747,5.398747,0.0,5.5573,5.3668
ddna,27,5.917,21.6,-2.128,5.721726,5.721726,0.0,5.0645,4.9367
ddna,28,-2.328,1.908,-0.602,5.990982,5.990982,0.0,5.3568,6.0658
ddna,29,1.98,-2.287,-3.209,6.059727,6.059727,0.0,5.1654,4.8571
ddna,30,-1.564,1.008,-6.45,5.801692,5.801692,0.0,4.693,6.6513
