method,pose,tx,ty,tz,exact,grid,diff,ms_base,ms_grid
sipper,17,-0.218,9.922,6.546,-0.0,-0.0,0.0,5.8065,5.6137
sipper,18,-0.955,0.542,5.352,-0.0,-0.0,0.0,5.7945,5.5501
sipper,19,-11.187,6.316,10.29,-0.0,-0.0,0.0,5.2018,5.6693
sipper,20,-0.554,1.853,7.064,-0.0,-0.0,0.0,6.2958,7.1449
sipper,21,1.369,-5.247,3.232,-0.0,-0.0,0.0,6.3958,4.8766
sipper,22,0.07,-5.888,11.303,-0.0,-0.0,0.0,4.7644,5.7331
sipper,23,-8.225,5.265,-11.431,-0.0,-0.0,0.0,5.6195,4.8997
sipper,24,4.404,6.321,12.233,-0.0,-0.0,0.0,5.295,5.8891
sipper,25,2.91,-14.49,-3.315,-0.0,-0.0,0.0,5.6345,6.555
sipper,26,9.549,-16.666,0.679,-0.0,-0.0,0.0,5.1777,4.913
sipper,27,5.917,21.6,-2.128,-0.0,-0.0,0.0,6.6115,6.5311
sipper,28,-2.328,1.908,-0.602,-0.0,-0.0,0.0,9.4046,6.805
sipper,29,1.98,-2.287,-3.209,-0.0,-0.0,0.0,5.3762,7.016
sipper,30,-1.564,1.008,-6.45,-0.0,-0.0,0.0,8.3877,7.0809
tobi,0,0.0,0.0,0.0,-0.0,-0.0,0.0,5.553,5.9393
tobi,1,2.494,-2.851,-2.208,-0.0,-0.0,0.0,5.3237,5.37
tobi,2,-18.145,-1.982,-12.084,-0.0,-0.0,0.0,5.8569,5.3234
tobi,3,4.739,-4.75,-13.317,-0.0,-0.0,0.0,5.6497,8.4396
tobi,4,-1.08,-0.59,23.956,-0.0,-0.0,0.0,6.2708,6.273
tobi,5,4.69,1.493,4.73,-0.0,-0.0,0.0,5.9613,5.0791
tobi,6,-0.246,1.486,3.166,-0.0,-0.0,0.0,5.5457,5.5387
tobi,7,3.704,-1.518,-0.543,-0.0,-0.0,0.0,4.9669,5.2913
tobi,8,2.228,1.098,-1.144,-0.0,-0.0,0.0,5.2689,4.7252
tobi,9,-16.055,-0.431,10.143,-0.0,-0.0,0.0,5.2314,6.1432
tobi,10,-0.262,0.804,2.018,-0.0,-0.0,0.0,4.8901,5.4425
tobi,11,1.641,-3.143,-3.191,-0.0,-0.0,0.0,5.5487,5.0906
tobi,12,4.066,3.593,4.868,-0.0,-0.0,0.0,4.9603,7.317
tobi,13,0.65,6.785,9.923,-0.0,-0.0,0.0,5.988,6.7442
tobi,14,-3.1,3.333,9.533,-0.0,-0.0,0.0,8.9912,6.7584
tobi,15,-2.423,-5.175,0.131,-0.0,-0.0,0.0,6.1917,5.6543
tobi,16,-4.491,-8.856,11.659,-0.0,-0.0,0.0,6.2858,4.961
tobi,17,-0.218,9.922,6.546,-0.0,-0.0,0.0,4.7702,5.7377
tobi,18,-0.955,0.542,5.352,-0.0,-0.0,0.0,5.7139,5.4478
tobi,19,-11.187,6.316,10.29,-0.0,-0.0,0.0,6.4518,5.9099
tobi,20,-0.554,1.853,7.064,-0.0,-0.0,0.0,5.6352,6.8081
tobi,21,1.369,-5.247,3.232,-0.0,-0.0,0.0,6.2372,7.3058
tobi,22,0.07,-5.888,11.303,-0.0,-0.0,0.0,6.6641,8.7619
tobi,23,-8.225,5.265,-11.431,-0.0,-0.0,0.0,7.4381,8.2318
tobi,24,4.404,6.321,12.233,-0.0,-0.0,0.0,8.9546,5.6855
tobi,25,2.91,-14.49,-3.315,-0.0,-0.0,0.0,5.7076,5.4508
tobi,26,9.549,-16.666,0.679,-0.0,-0.0,0.0,5.8834,6.2782
tobi,27,5.917,21.6,-2.128,-0.0,-0.0,0.0,5.4119,6.0336
tobi,28,-2.328,1.908,-0.602,-0.0,-0.0,0.0,6.0339,6.5649
tobi,29,1.98,-2.287,-3.209,-0.0,-0.0,0.0,9.7278,6.2866
tobi,30,-1.564,1.008,-6.45,-0.0,-0.0,0.0,6.8211,6.475
ddna,0,0.0,0.0,0.0,6.324043,6.324043,0.0,7.3379,9.2577
ddna,1,2.494,-2.851,-2.208,5.994904,5.994904,0.0,6.765,8.54
ddna,2,-18.145,-1.982,-12.084,5.4738,5.4738,0.0,6.8645,7.747
ddna,3,4.739,-4.75,-13.317,5.667179,5.667179,0.0,7.3931,7.6983
ddna,4,-1.08,-0.59,23.956,6.029165,6.029165,0.0,7.2316,5.9614
ddna,5,4.69,1.493,4.73,6.005472,6.005472,0.0,7.6752,6.9656
ddna,6,-0.246,1.486,3.166,6.046573,6.046573,0.0,8.009,6.905
ddna,7,3.704,-1.518,-0.543,5.962938,5.962938,0.0,6.892,7.1782
ddna,8,2.228,1.098,-1.144,5.772948,5.772948,0.0,6.301,7.7445
ddna,9,-16.055,-0.431,10.143,5.504415,5.504415,0.0,6.8363,6.733
ddna,10,-0.262,0.804,2.018,5.266757,5.266757,0.0,7.1574,6.084
ddna,11,1.641,-3.143,-3.191,6.192883,6.192883,0.0,7.3081,6.96
ddna,12,4.066,3.593,4.868,6.02927,6.02927,0.0,7.1242,6.9245
ddna,13,0.65,6.785,9.923,5.816607,5.816607,0.0,6.9849,7.8924
ddna,14,-3.1,3.333,9.533,5.088668,5.088668,0.0,6.8064,7.1086
ddna,15,-2.423,-5.175,0.131,5.819329,5.819329,0.0,6.512,7.3225
ddna,16,-4.491,-8.856,11.659,5.740815,5.740815,0.0,6.8803,7.2069
ddna,17,-0.218,9.922,6.546,5.782358,5.782358,0.0,8.0472,7.4124
ddna,18,-0.955,0.542,5.352,5.965025,5.965025,0.0,7.6025,6.9188
ddna,19,-11.187,6.316,10.29,5.605526,5.605526,0.0,7.3373,6.6478
ddna,20,-0.554,1.853,7.064,6.46575,6.46575,0.0,7.8808,7.3729
ddna,21,1.369,-5.247,3.232,4.702695,4.702695,0.0,7.5666,7.5955
ddna,22,0.07,-5.888,11.303,6.293452,6.293452,0.0,7.1712,7.8104
ddna,23,-8.225,5.265,-11.431,5.4738,5.4738,0.0,7.1597,7.4761
ddna,24,4.404,6.321,12.233,5.773387,5.773387,0.0,6.8551,7.5544
ddna,25,2.91,-14.49,-3.315,5.686785,5.686785,0.0,7.8852,7.4511
ddna,26,9.549,-16.666,0.679,5.398747,5.398747,0.0,7.3208,6.3722
ddna,27,5.917,21.6,-2.128,5.721726,5.721726,0.0,6.7768,6.6173
ddna,28,-2.328,1.908,-0.602,5.990982,5.990982,0.0,7.39,9.0004
ddna,29,1.98,-2.287,-3.209,6.059727,6.059727,0.0,7.0626,7.0732
ddna,30,-1.564,1.008,-6.45,5.801692,5.801692,0.0,7.077,8.595
