#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(0.6546179, 22.9290600, -0.2334033, 0.4185982, -0.6251560, -0.1717027, -0.6359824)    0    0   27.48744164  24 0.000 34.91361598
(0.3891713, 22.7211104, -1.4053639, 0.4185770, -0.6251616, -0.1716976, -0.6359922)    0    0   26.87586921  0 0.800 34.26411447
(0.6754789, 22.7323139, 0.1454682, 0.4185839, -0.6252201, -0.1716431, -0.6359450)    0    0   27.36021381  24 0.000 34.04107586
(0.7579634, 23.0259566, -0.4120114, 0.4186062, -0.6251514, -0.1717069, -0.6359806)    0    0   28.65384756  12 0.000 33.79008233
(0.1741403, 22.7005252, -0.5895125, 0.4186157, -0.6250577, -0.1717938, -0.6360429)    0    0   26.47177315  15 0.080 33.38553811
(0.2084440, 22.9667474, -0.3120285, 0.4186059, -0.6251362, -0.1717210, -0.6359920)    0    0   25.78134740  13 0.000 31.09570864
(0.5473616, 22.7213858, -1.3632042, 0.4185577, -0.6252765, -0.1715912, -0.6359208)    0    0   25.07939577  12 0.000 31.33692773
(0.2960946, 22.7942071, 0.1188250, 0.4185841, -0.6252196, -0.1716436, -0.6359452)    0    0   26.68034776  30 0.000 32.37548733
(0.7091561, 22.8118907, -1.5352804, 0.4185759, -0.6251709, -0.1716891, -0.6359862)    0    0   23.50877238  18 0.000 29.09334797
(0.1484666, 22.5648509, -1.6569375, 0.4185986, -0.6250836, -0.1717700, -0.6360352)    0    0   24.13353061  8 0.160 30.25799807
(0.0586469, 22.8375634, -1.5683919, 0.4185975, -0.6250992, -0.1717557, -0.6360245)    0    0   25.05430493  1 0.560 30.64074163
(0.0825439, 22.8645503, -0.6560994, 0.4185967, -0.6251423, -0.1717155, -0.6359935)    0    0   24.71774014  0 0.480 29.11107093
(0.1487762, 22.6330272, -1.3717679, 0.4185884, -0.6251195, -0.1717368, -0.6360156)    0    0   24.37295715  12 0.000 28.28486872
(0.6555346, 23.0782652, -0.2027977, 0.4185922, -0.6251947, -0.1716667, -0.6359581)    0    0   27.29902601  0 0.400 32.88023948
(0.6394524, 22.5884450, -1.5806566, 0.4185789, -0.6251729, -0.1716873, -0.6359827)    0    0   25.19972736  14 0.000 31.73453923
(0.1826046, 22.7689455, -0.3338820, 0.4185647, -0.6252755, -0.1715918, -0.6359170)    0    0   28.60460102  0 0.400 36.01800680
(0.4078680, 22.8725919, -0.3797982, 0.4185960, -0.6251650, -0.1716942, -0.6359773)    0    0   27.27802691  18 0.000 34.11400666
(0.1961336, 23.0073947, -0.2874149, 0.4186133, -0.6250939, -0.1717602, -0.6360180)    0    0   26.55587600  0 0.400 34.17752103
(0.5222285, 23.1073697, -0.1823456, 0.4185827, -0.6252057, -0.1716565, -0.6359563)    0    0   26.95007822  28 0.000 34.23536776
(0.4929197, 22.3595436, -1.4607382, 0.4185681, -0.6252072, -0.1716554, -0.6359647)    0    0   23.38939572  0 0.560 27.04113383
(0.2001196, 22.7257033, -0.3171775, 0.4185743, -0.6252264, -0.1716373, -0.6359466)    0    0   24.35649788  11 0.000 28.81158025
(0.7524722, 22.8579790, -1.1108170, 0.4185635, -0.6252493, -0.1716165, -0.6359369)    0    0   26.33243155  4 0.480 34.45435166
(0.4147298, 22.7334776, -1.4214876, 0.4186052, -0.6250588, -0.1717931, -0.6360490)    0    0   25.36297425  6 0.400 31.40962025
(0.6243679, 22.8685684, -0.2947560, 0.4185898, -0.6251912, -0.1716700, -0.6359622)    0    0   27.89685248  0 0.400 35.09488127
(0.0323259, 22.6306552, -1.4051889, 0.4186023, -0.6250805, -0.1717731, -0.6360351)    0    0   23.98437021  7 0.240 29.34601648
(0.2424047, 23.0207141, -0.4385467, 0.4186032, -0.6251604, -0.1716986, -0.6359760)    0    0   29.37802663  6 0.320 37.75060759
(0.1855520, 22.6537419, 0.0191011, 0.4185816, -0.6252073, -0.1716550, -0.6359558)    0    0   27.62425597  22 0.000 34.32638639
(-0.0659191, 22.9206094, -1.1837043, 0.4185662, -0.6252233, -0.1716405, -0.6359542)    0    0   24.97293016  0 0.400 30.28348463
(0.4361332, 22.7545274, -1.5567042, 0.4185981, -0.6250898, -0.1717644, -0.6360310)    0    0   24.82073497  12 0.000 31.05957903
(-0.2353057, 22.6834713, -1.5384109, 0.4186073, -0.6250478, -0.1718033, -0.6360557)    0    0   23.89344523  6 0.240 29.13432792
(0.2778148, 22.7420058, -0.1577799, 0.4185713, -0.6252519, -0.1716138, -0.6359299)    0    0   28.22333890  0 0.400 38.52433372
(0.5509221, 22.8468462, -0.2014591, 0.4186096, -0.6251421, -0.1717156, -0.6359852)    0    0   28.66944861  15 1.200 33.73969144
(-0.0783690, 22.7122521, -1.0404225, 0.4185989, -0.6250754, -0.1717776, -0.6360409)    0    0   24.45637326  20 0.000 30.07110980
(0.8957539, 22.4738691, -0.1421937, 0.4185901, -0.6251666, -0.1716928, -0.6359801)    0    0   27.80264217  0 0.400 33.33953644
(0.2656285, 22.6630767, -0.3451114, 0.4186008, -0.6251686, -0.1716909, -0.6359715)    0    0   27.75955285  20 0.000 35.01586076
